Giá,Diện tích,Mã tin,Mặt tiền,Đường trước nhà,Số tầng,Số phòng,Số toilet,Nội thất Copy
5.4,42.0,237604,4,5,3,4,3,không
8.799,52.0,237597,4,5,4,5,4,không
13.8,140.0,237542,7,15,1,3,3,không
22.0,127.5,237536,1,1,1,1,1,không
13.8,140.0,237526,7,15,1,3,3,không
4.8,45.0,237524,1,1,1,1,1,không
12.34,71.4,237523,1,1,1,1,1,không
9.1,39.6,237511,1,1,1,1,1,không
8.7,57.2,237490,1,1,1,1,1,không
12.0,59.0,237482,3,30,4,4,3,không
900.0,80.0,237477,1,1,1,1,1,không
850.0,40.0,237473,1,1,1,2,1,không
4.4,60.0,229569,4,15,2,3,2,không
2.83,35.0,225974,4,5,2,2,2,không
9.9,101.0,232796,4,4,3,4,4,không
4.3,55.0,225768,5,8,3,3,1,không
2.83,35.0,225960,4,5,2,2,3,không
5.3,50.0,237467,4,6,2,3,3,không
8.9,62.0,237466,5,10,4,4,6,không
4.5,60.0,237457,1,5,2,3,1,không
18.0,120.0,237448,1,1,1,1,1,không
2.49,69.0,234331,6,4,1,2,2,không
33.0,77.4,237436,1,1,1,1,1,không
1.58,25.0,234329,4,3,2,3,2,không
10.0,64.0,237427,1,1,1,1,1,không
22.0,56.0,237425,1,1,1,1,1,không
5.7,69.0,237421,5,8,2,4,5,không
22.0,105.21,237420,1,1,1,1,1,không
8.5,99.0,237417,1,1,1,1,1,không
21.0,72.0,237414,1,1,1,1,1,không
1.85,29.0,234045,4,4,2,4,3,không
3.9,60.0,237410,5,1,2,3,1,không
4.15,50.0,234042,4,6,2,4,5,không
24.0,170.0,237405,1,1,1,1,1,không
6.85,75.0,237401,5,6,2,4,4,không
9.5,65.0,237386,1,1,1,1,1,không
7.5,42.0,237378,1,1,1,1,1,không
12.5,70.5,237373,1,1,1,1,1,không
5.5,67.0,237370,5,6,1,1,1,không
2.0,80.0,237367,5,15,3,4,3,đầy đủ
2.0,100.0,234474,5,18,3,4,3,không
2.0,80.0,235748,5,20,3,4,3,không
9.5,70.0,237366,1,1,1,1,1,không
8.5,44.0,237362,4,4,3,3,4,không
10.5,64.0,237359,1,1,1,1,1,không
11.5,55.0,237345,1,1,1,1,1,không
27.0,68.0,237337,1,1,1,1,1,không
1.0,48.0,237335,4,5,3,4,5,không
1.2,80.0,237327,5,12,1,3,2,đầy đủ
1.5,72.0,237324,1,1,1,2,2,không
19.5,155.0,237323,1,1,1,1,1,không
10.8,67.2,237314,1,1,1,1,1,không
8.4,56.0,237310,4,5,2,3,2,không
9.3,57.6,237307,1,1,1,1,1,không
3.15,214.0,237295,10,6,1,3,3,cơ bản
4.5,304.0,237285,12,12,1,4,2,không
4.5,56.0,237282,4,5,3,3,1,không
8.9,48.0,237277,4,5,5,5,6,không
8.9,48.0,237275,4,5,5,5,6,không
15.3,48.0,237273,4,10,5,7,8,không
11.6,108.0,237269,4,9,2,2,2,không
4.7,63.0,237262,4,3,2,2,2,không
4.7,63.0,237260,7,3,2,2,3,không
16.5,96.0,237256,6,20,5,3,3,không
3.9,58.0,237229,5,5,2,3,1,không
130.0,570.0,237227,22,15,2,4,5,không
130.0,570.0,237226,22,15,2,4,5,không
4.6,21.0,237224,6,6,2,3,3,không
9.2,247.0,237216,19,4,1,3,2,không
9.2,247.0,237213,19,4,1,3,2,không
8.6,48.0,237200,1,1,1,1,1,không
8.6,48.0,237196,1,1,1,1,1,không
8.6,48.0,237194,1,1,1,1,1,không
8.6,48.0,237188,1,1,1,1,1,không
8.6,48.0,237182,1,1,1,1,1,không
8.6,48.0,237176,1,1,1,1,1,không
8.6,48.0,237173,1,1,1,1,1,không
15.7,102.0,237171,6,5,3,4,5,không
8.6,48.0,237159,1,1,1,1,1,không
6.5,93.0,237155,6,3,3,10,10,không
8.6,48.0,237148,1,1,1,1,1,không
6.2,48.0,237146,4,6,2,2,2,không
15.0,146.0,237143,8,4,5,20,20,không
6.2,37.0,237141,4,3,2,2,2,không
8.6,48.0,237140,1,1,1,1,1,không
6.2,37.0,237127,4,3,2,2,3,không
25.5,290.0,237125,11,10,3,9,12,không
8.2,65.0,237121,1,1,1,1,1,không
5.1,58.0,237120,1,5,1,1,1,không
4.299,68.0,237073,4,6,2,4,5,không
2.75,60.0,237072,4,4,2,4,3,đầy đủ
700.0,80.0,237057,1,1,1,1,1,không
1.1,60.0,237051,1,1,1,2,2,không
800.0,40.0,237049,1,1,1,1,1,không
650.0,70.0,237020,1,1,1,1,1,không
900.0,60.0,237016,1,1,1,1,1,không
900.0,100.0,237010,1,1,1,1,1,không
21.5,67.5,237007,1,1,1,1,1,không
29.5,72.0,237005,1,1,1,1,1,không
350.0,70.0,237001,1,1,1,1,1,không
27.0,68.0,237000,1,1,1,1,1,không
36.0,75.0,236995,1,1,1,1,1,không
30.0,110.0,236987,1,1,1,1,1,không
28.5,90.0,236984,1,1,1,1,1,không
26.0,75.0,236978,1,1,1,1,1,không
26.0,75.0,236979,1,1,1,1,1,không
24.0,68.0,236974,1,1,1,1,1,không
33.0,85.0,236970,1,1,1,1,1,không
23.0,72.0,236956,1,1,1,1,1,không
24.0,80.0,236954,1,1,1,1,1,không
7.95,90.0,236950,5,15,4,5,4,không
30.0,72.0,236940,1,1,1,1,1,không
18.0,98.0,236934,1,1,1,1,1,không
24.0,66.0,236927,1,1,1,1,1,không
36.0,127.8,236922,1,1,1,1,1,không
35.0,135.0,236910,1,1,1,1,1,không
35.0,300.0,236908,1,1,1,1,1,không
18.0,136.0,236906,1,1,1,1,1,không
500.0,60.0,236904,1,1,1,1,1,không
0.0,24.0,228324,4,3,4,2,3,không
0.0,0.0,227970,1,1,1,1,1,không
22.0,94.6,236894,1,1,1,1,1,không
6.2,56.0,236889,4,15,4,5,5,không
27.0,120.0,236885,1,1,1,1,1,không
5.3,70.0,236879,5,8,4,4,5,không
38.0,96.0,236876,1,1,1,1,1,không
4.6,43.0,236858,5,3,1,2,2,không
3.2,60.0,236855,5,2,2,3,2,không
5.5,36.0,236853,3,5,2,2,2,không
10.0,45.0,228453,1,1,1,1,1,không
11.0,55.0,228439,1,1,1,1,1,không
10.8,54.0,228437,1,1,1,1,1,không
14.5,50.4,236767,1,1,1,1,1,không
10.0,45.0,228434,1,1,1,1,1,không
7.9,40.5,227776,1,1,1,1,1,không
13.0,40.0,227754,1,1,1,1,1,không
14.0,60.0,227740,1,1,1,1,1,không
6.5,30.0,227737,1,1,1,1,1,không
10.9,36.0,227729,1,1,1,1,1,không
15.2,100.0,236766,5,5,4,5,4,không
0.0,0.0,236765,1,1,1,1,1,không
12.5,36.0,236763,1,1,1,1,1,không
2.9,27.0,236760,4,3,2,2,2,không
0.0,0.0,236758,1,1,1,1,1,không
8.0,67.5,236754,1,1,1,1,1,không
6.6,40.0,236753,1,1,1,1,1,không
6.6,40.0,236750,1,1,1,1,1,không
6.6,40.0,236747,1,1,1,1,1,không
17.5,84.0,236745,1,1,1,1,1,không
11.2,56.0,236740,1,1,1,1,1,không
10.6,78.0,236734,6,20,3,3,4,không
16.5,78.0,236733,1,20,5,6,7,không
2.35,43.0,236732,1,1,1,1,1,không
7.9,72.0,236724,8,6,4,8,9,không
14.0,60.0,236723,1,1,1,1,1,không
18.8,190.0,236712,11,4,4,20,20,không
11.0,31.5,236710,1,1,1,1,1,không
1.6,22.0,236533,1,1,1,1,1,không
5.5,62.0,235933,4,4,3,4,5,không
6.7,67.0,236528,7,7,5,4,6,không
1.55,28.0,236527,4,3,1,2,2,không
21.5,68.0,236520,1,1,1,1,1,không
5.4,103.0,236519,7,4,1,2,2,không
1.39,24.0,236510,4,5,1,1,2,không
35.0,150.0,236503,1,1,1,1,1,không
23.5,108.0,236491,1,1,1,1,1,không
3.3,40.0,236487,1,5,1,1,1,không
24.0,84.0,236486,1,1,1,1,1,không
4.65,42.0,236484,1,1,2,3,1,không
15.3,135.0,236478,5,1,3,5,4,không
5.2,40.0,232542,5,4,5,3,3,không
6.0,72.0,236477,4,5,2,3,3,không
8.7,56.0,236474,4,10,1,1,1,không
31.0,63.0,236471,1,1,1,1,1,không
22.0,126.0,236461,1,1,1,1,1,không
15.3,135.0,236459,5,1,3,5,4,không
5.15,24.0,236449,1,1,1,1,1,không
22.5,64.0,236443,1,1,1,1,1,không
1.2,80.0,236441,5,12,1,3,2,không
2.85,32.0,236417,4,4,1,2,2,không
3.0,20.0,236405,3,4,1,2,2,không
5.1,55.0,236404,5,5,3,2,2,không
2.25,18.0,236403,3,5,3,4,2,không
4.5,90.0,236388,6,5,2,3,2,không
6.15,56.0,236383,8,4,3,4,5,không
14.4,56.0,236375,1,5,6,8,9,không
11.0,48.0,236374,4,8,5,5,5,không
4.2,52.0,236372,1,4,2,1,1,không
9.0,90.0,236364,5,15,4,4,5,không
2.38,40.0,236362,4,3,1,2,2,không
2.48,36.0,236358,3,3,1,2,2,không
6.2,54.0,236356,4,20,3,4,5,không
2.15,30.0,236350,3,8,2,4,3,không
8.5,60.0,236349,4,6,3,5,6,không
180.0,2433.0,236339,28,20,2,3,2,không
3.7,27.0,231528,1,1,1,1,1,không
2.25,25.0,233150,1,1,1,1,1,không
3.0,28.0,228819,1,1,1,1,1,không
2.95,40.0,232899,1,1,1,1,1,không
2.35,15.0,236295,30,2,3,2,2,không
11.7,73.0,236265,7,6,5,6,6,không
25.0,46.0,236245,4,20,3,6,6,không
20.0,132.0,236238,1,1,1,1,1,không
13.0,85.8,236228,1,1,1,1,1,không
6.4,82.0,233073,6,8,3,4,5,không
11.9,71.4,236224,1,1,1,1,1,không
600.0,45.0,236219,5,1,18,1,1,không
10.0,37.5,236218,1,1,1,1,1,không
8.8,35.2,236209,1,1,1,1,1,không
8.8,35.2,236210,1,1,1,1,1,không
2.35,28.0,232644,3,6,2,4,3,không
12.5,80.0,236196,1,1,1,1,1,không
15.5,108.0,236189,1,1,1,1,1,không
10.5,67.2,236181,1,1,1,1,1,không
2.27,53.0,232357,5,6,1,2,2,không
14.0,94.6,236175,1,1,1,1,1,không
4.5,45.0,236171,5,1,3,4,1,không
24.0,60.0,236168,1,1,1,1,1,không
8.5,44.0,236160,4,4,3,3,4,không
35.0,0.0,236159,5,35,8,1,1,không
18.3,70.0,236151,1,1,1,1,1,không
5.2,150.0,236150,5,10,3,3,3,không
13.5,108.0,236145,1,1,1,1,1,không
18.5,108.0,236141,1,1,1,1,1,không
11.8,100.0,236140,5,7,3,2,2,không
900.0,64.0,236133,1,1,1,1,1,không
6.6,59.0,236131,5,7,3,4,3,không
35.0,90.0,236129,1,1,1,1,1,không
25.0,54.0,236126,1,1,1,1,1,không
7.2,40.0,236119,20,4,3,4,3,không
11.7,80.0,236118,4,8,4,4,4,không
25.0,100.0,236117,1,1,1,1,1,không
800.0,60.0,236116,1,1,1,1,1,không
31.5,96.9,236115,1,1,1,1,1,không
17.0,64.0,236107,1,1,1,1,1,không
28.0,119.0,236103,1,1,1,1,1,không
21.0,74.0,236098,1,1,1,1,1,không
12.0,70.0,236096,20,5,4,5,5,không
22.5,156.0,236094,1,1,1,1,1,không
22.0,113.4,236091,1,1,1,1,1,không
18.0,88.0,236088,1,1,1,1,1,không
20.0,150.0,236065,5,9,4,5,5,không
16.2,0.0,232398,7,6,4,5,5,không
5.2,40.0,233610,5,4,5,3,3,không
7.6,60.0,236042,4,4,4,4,4,không
4.0,40.0,236039,4,3,2,3,2,không
12.2,100.0,236024,5,5,4,4,5,không
3.2,45.0,236020,5,1,2,2,1,không
3.15,1.0,236009,4,1,1,1,1,không
3.0,25.0,236008,4,1,1,1,1,không
4.1,42.0,235998,4,3,2,3,2,không
3.7,35.0,235992,5,3,2,3,2,không
0.0,49.0,235988,5,1,1,1,1,không
7.6,60.0,235980,4,4,4,4,4,không
3.1,54.0,231976,5,3,1,3,2,không
3.1,50.0,231975,4,4,1,2,3,không
2.1,22.0,231973,3,6,2,4,3,không
5.4,58.0,231964,4,5,3,4,5,không
28.0,95.0,235970,5,25,6,7,8,không
4.1,1.0,231562,4,5,2,4,3,không
3.85,38.0,231560,3,6,1,2,2,không
1.85,35.0,231398,3,6,1,2,1,không
7.8,46.0,235966,6,5,2,4,3,không
4.4,45.0,235963,5,10,2,3,2,không
28.0,95.0,235962,5,25,6,7,8,không
7.95,90.0,235953,5,3,1,1,1,không
4.65,40.0,235932,5,1,2,2,1,không
4.9,46.0,235926,4,3,2,2,2,không
3.6,46.0,235924,4,3,2,2,3,không
60.0,174.0,235923,8,6,8,3,1,không
7.0,80.0,228638,1,1,1,1,1,không
7.9,66.0,228387,1,1,1,1,1,không
7.4,85.0,228586,1,1,1,1,1,không
28.0,95.0,235906,5,25,6,7,8,không
28.0,95.0,235905,5,25,6,7,8,không
7.8,46.0,235899,6,5,2,4,3,không
40.0,337.0,235896,7,5,1,2,2,không
7.8,46.0,235895,6,5,2,4,3,không
40.0,337.0,235891,7,5,1,3,2,không
7.2,75.0,235878,5,6,3,4,4,đầy đủ
3.6,42.0,235877,4,3,4,3,4,không
4.3,48.0,235876,5,5,5,5,5,không
3.6,42.0,235875,4,3,4,3,4,không
4.35,50.0,235873,1,4,1,4,1,không
4.65,40.0,235865,1,5,2,3,1,không
11.5,75.0,235828,1,10,3,4,4,không
7.2,41.0,227450,1,5,4,3,1,không
7.2,41.0,227446,1,5,4,3,1,không
22.0,120.0,235801,1,1,1,1,1,không
6.2,54.6,235798,1,1,1,1,1,không
11.9,46.0,235796,1,1,1,1,1,không
6.5,40.0,235793,1,1,1,1,1,không
29.0,95.0,235792,1,1,1,1,1,không
17.8,42.0,235785,1,1,1,1,1,không
20.9,150.0,235781,9,10,4,6,4,không
17.8,42.0,235779,1,1,1,1,1,không
7.65,95.0,209995,1,1,3,4,6,không
17.8,42.0,235778,1,1,1,1,1,không
17.8,42.0,235777,1,1,1,1,1,không
17.8,42.0,235775,1,1,1,1,1,không
17.8,42.0,235772,1,1,1,1,1,không
17.8,42.0,235770,1,1,1,1,1,không
31.0,100.0,234431,4,25,3,5,5,không
23.9,138.0,231849,6,16,1,4,4,không
110.0,64.0,235768,4,1,1,1,1,không
12.5,51.0,235745,1,1,1,1,1,không
12.5,51.0,235746,1,1,1,1,1,không
12.5,51.0,235742,1,1,1,1,1,không
12.5,51.0,235743,1,1,1,1,1,không
12.5,51.0,235744,1,1,1,1,1,không
3.5,19.0,232868,1,1,2,2,1,không
18.0,100.0,235741,5,16,3,5,4,không
17.0,84.0,235737,1,1,1,1,1,không
18.0,100.0,235732,5,16,3,5,4,không
6.7,56.0,235729,4,5,5,5,5,không
25.0,108.0,235728,1,1,1,1,1,không
24.0,72.0,235716,1,1,1,1,1,không
22.5,94.6,235711,1,1,1,1,1,không
87.6,80.0,235705,4,1,1,1,1,không
87.6,80.0,235704,4,1,1,1,1,không
87.6,80.0,235702,4,1,1,1,1,không
87.6,80.0,235699,4,1,1,1,1,không
2.9,40.0,235698,12,5,1,2,2,cơ bản
6.2,64.0,226531,4,5,1,1,1,đầy đủ
5.7,61.0,226946,4,5,1,1,1,đầy đủ
6.0,6.0,227920,5,5,1,1,1,đầy đủ
3.6,40.0,227715,5,4,1,1,1,đầy đủ
6.0,60.0,229019,5,5,4,1,1,cơ bản
6.0,60.0,229023,4,5,4,1,1,đầy đủ
8.2,80.0,229214,5,6,5,1,1,đầy đủ
3.5,42.0,230318,4,3,1,1,1,đầy đủ
4.9,50.0,233076,4,8,1,1,1,đầy đủ
5.2,52.0,233157,4,5,1,1,1,đầy đủ
5.1,50.0,233087,4,5,1,1,1,đầy đủ
60.0,240.0,235695,4,5,4,1,4,đầy đủ
4.9,39.0,235694,4,4,2,2,2,không
4.65,66.0,235693,4,4,2,2,3,không
10.4,78.69,235689,1,1,1,1,1,không
3.2,60.0,235687,1,3,1,2,2,không
10.5,71.76,235682,1,1,1,1,1,không
10.7,72.0,235676,1,1,1,1,1,không
10.6,75.03,235672,1,1,1,1,1,không
10.55,72.8,235669,1,1,1,1,1,không
10.4,72.0,235660,1,1,1,1,1,không
10.6,72.0,235655,1,1,1,1,1,không
4.8,50.0,235650,5,6,4,4,3,đầy đủ
10.5,72.0,235649,1,1,1,1,1,không
3.86,85.0,235647,4,4,3,6,4,không
21.0,150.0,235644,9,10,4,6,4,không
13.5,35.0,235637,1,1,1,1,1,không
14.0,60.0,235634,1,1,1,1,1,không
18.5,146.2,235631,1,1,1,1,1,không
10.8,47.56,235622,1,1,1,1,1,không
4.0,36.0,235614,4,4,2,2,2,không
5.5,73.0,235611,1,1,4,4,2,không
12.0,67.2,235609,1,1,1,1,1,không
4.3,57.0,235606,4,3,1,1,1,không
9.5,31.5,235602,1,1,1,1,1,không
19.6,64.0,235597,1,6,4,6,7,không
6.8,50.0,235594,4,5,3,4,3,không
3.1,56.0,235586,1,4,1,2,2,không
2.3,48.0,235578,1,1,1,1,1,không
2.0,53.0,235574,1,3,1,2,1,không
760.0,40.0,235572,4,4,1,2,2,cơ bản
14.3,52.0,228467,1,1,1,1,1,không
14.3,52.0,228469,1,1,1,1,1,không
14.3,52.0,228476,1,1,1,1,1,không
14.3,52.0,228484,1,1,1,1,1,không
14.3,52.0,228488,1,1,1,1,1,không
13.0,56.0,229950,1,1,1,1,1,không
13.0,56.0,229957,1,1,1,1,1,không
13.0,56.0,229961,1,1,1,1,1,không
13.0,56.0,229966,1,1,1,1,1,không
13.0,56.0,229968,1,1,1,1,1,không
13.0,56.0,229975,1,1,1,1,1,không
7.9,40.5,227758,1,1,1,1,1,không
7.9,40.5,227762,1,1,1,1,1,không
7.9,40.5,227764,1,1,1,1,1,không
10.5,40.0,231372,1,1,1,1,1,không
10.5,40.0,231383,1,1,1,1,1,không
10.5,40.0,231388,1,1,1,1,1,không
10.5,40.0,231390,1,1,1,1,1,không
10.5,40.0,231392,1,1,1,1,1,không
10.5,40.0,231394,1,1,1,1,1,không
10.5,40.0,231412,1,1,1,1,1,không
10.5,40.0,231420,1,1,1,1,1,không
10.5,40.0,231425,1,1,1,1,1,không
7.3,39.6,232155,1,1,1,1,1,không
7.3,39.6,232159,1,1,1,1,1,không
7.9,40.5,227723,1,1,1,1,1,không
15.6,35.0,227714,1,1,1,1,1,không
11.0,56.0,229257,1,1,1,1,1,không
11.0,56.0,229249,1,1,1,1,1,không
11.0,56.0,229242,1,1,1,1,1,không
11.0,56.0,229230,1,1,1,1,1,không
11.0,56.0,229223,1,1,1,1,1,không
11.0,56.0,229215,1,1,1,1,1,không
11.9,64.0,229204,1,1,1,1,1,không
11.9,64.0,229201,1,1,1,1,1,không
20.0,144.0,235552,8,1,1,3,3,không
5.4,47.0,235549,4,9,4,4,3,không
10.1,62.0,235548,5,5,3,4,3,không
10.0,85.0,235514,5,8,4,4,6,không
4.1,58.0,235503,4,5,2,2,2,không
4.65,40.0,235502,1,1,2,3,1,không
4.4,97.0,235485,1,8,1,3,1,không
3.0,0.0,235482,1,1,1,1,1,không
4.5,60.0,235481,5,5,1,1,1,không
0.0,0.0,235473,1,1,1,1,1,không
0.0,0.0,235463,1,1,1,1,1,không
20.0,60.0,235459,4,16,5,4,5,cơ bản
7.9,107.0,229041,5,4,1,1,1,không
290.0,236.0,229039,13,25,10,60,62,cơ bản
9.3,60.0,229038,1,4,4,7,8,cơ bản
95.0,440.0,224047,18,10,1,5,5,cơ bản
900.0,400.0,235450,1,20,1,1,1,không
3.8,40.0,235439,4,4,3,3,2,không
3.6,41.0,235436,4,3,4,3,4,không
10.2,90.0,231419,5,16,3,4,4,không
3.6,41.0,235418,4,3,4,3,4,không
91.0,630.0,227346,18,24,2,5,6,không
27.0,160.0,227794,8,12,3,5,5,không
4.3,47.0,235348,5,3,2,2,2,không
2.8,24.0,235321,4,4,2,2,2,không
3.4,40.0,234687,6,2,2,2,2,không
5.4,58.0,235318,4,4,2,2,3,không
1.8,68.0,235307,1,1,1,2,2,không
2.5,52.0,235302,15,6,1,2,2,cơ bản
1.3,48.0,235295,1,1,1,2,2,không
4.5,48.0,235288,4,3,4,3,4,không
14.0,142.0,235282,30,5,1,3,1,không
5.3,31.0,235266,30,4,3,4,3,không
4.5,48.0,235254,4,3,4,3,4,không
4.0,29.0,235251,30,4,2,2,1,không
6.1,63.0,235234,4,1,1,1,1,không
24.9,159.0,235219,7,6,3,4,4,không
3.9,40.0,235204,4,4,4,4,2,không
8.1,93.0,232670,5,3,3,4,5,không
7.4,67.0,232730,4,6,3,5,4,đầy đủ
4.18,60.0,235153,4,6,2,4,3,không
1.2,80.0,235149,5,12,1,3,2,đầy đủ
4.7,56.0,235146,4,6,3,4,5,không
1.9,60.0,235142,1,1,1,1,1,không
6.3,53.0,235124,5,5,3,4,5,không
9.3,53.0,235105,1,1,1,6,6,không
7.9,74.0,235102,4,6,3,3,3,không
5.6,77.0,235101,5,2,3,4,3,không
5.5,75.0,235099,5,5,3,4,4,không
7.8,76.0,235079,4,5,3,4,4,không
7.8,50.0,235075,5,8,5,6,6,không
8.7,44.0,235067,4,4,4,4,4,không
5.2,57.0,235056,4,10,3,4,3,không
5.0,42.0,235053,4,10,5,5,3,không
8.4,100.0,235050,10,5,2,3,3,không
2.9,20.0,235043,7,1,1,1,1,không
8.7,33.0,232936,3,1,3,4,4,không
2.7,90.0,235029,1,1,1,3,2,không
2.2,48.0,235028,1,1,1,1,1,không
23.0,90.0,235018,1,1,1,1,1,không
10.3,60.0,235008,1,1,1,1,1,không
28.0,100.0,235006,1,1,1,1,1,không
18.5,146.2,234997,1,1,1,1,1,không
12.3,69.72,234984,1,1,1,1,1,không
9.6,39.2,234966,1,1,1,1,1,không
8.75,59.0,234961,1,1,1,1,1,không
21.3,100.0,234958,5,10,6,5,4,không
11.0,77.0,234951,1,1,1,1,1,không
9.5,76.0,234947,4,10,1,1,1,không
3.7,70.0,234939,4,5,3,3,2,không
3.0,50.0,234938,5,1,1,1,1,không
10.5,47.0,234937,1,1,1,1,1,không
21.5,76.0,234934,5,10,6,5,4,không
1.68,21.0,234931,4,1,1,1,1,không
10.5,60.0,234925,1,1,1,1,1,không
9.5,1.0,234919,4,10,1,1,1,không
9.0,53.3,234916,1,1,1,1,1,không
9.5,80.0,234910,4,10,1,1,1,không
5.5,42.0,234899,1,1,1,1,1,không
9.5,1.0,234897,4,10,1,1,1,không
12.3,105.0,234891,4,25,1,3,3,không
9.3,1.0,234888,5,10,1,1,1,không
6.2,42.0,234881,1,1,1,1,1,không
9.7,52.0,234879,4,7,1,1,1,không
10.3,60.0,234874,1,1,1,1,1,không
6.8,68.0,234869,4,7,1,1,1,không
12.3,105.0,234866,4,25,1,3,3,không
10.7,46.4,234863,1,1,1,1,1,không
3.0,282.0,234861,1,10,1,1,1,không
14.0,42.0,234852,1,1,1,1,1,không
9.4,27.0,234844,1,1,1,1,1,không
5.0,58.0,234837,4,4,2,3,3,không
12.0,24.8,234826,1,1,1,1,1,không
5.0,37.3,234805,1,1,1,1,1,không
8.9,34.0,234800,1,1,1,1,1,không
4.7,66.0,234798,5,5,3,3,1,không
1.75,30.0,234787,3,5,2,2,1,không
9.8,60.0,234779,1,1,1,1,1,không
10.8,70.0,234771,1,1,1,1,1,không
2.4,79.0,234770,7,4,2,2,2,không
10.8,70.0,234763,1,1,1,1,1,không
180.0,320.0,234758,1,1,1,1,1,không
8.0,88.0,234755,4,6,5,5,5,không
12.5,55.5,234752,1,1,1,1,1,không
26.5,64.0,234744,1,1,1,1,1,không
1.79,18.0,234738,4,2,2,2,1,không
11.5,55.0,234735,1,1,1,1,1,không
5.2,60.0,234728,4,4,3,3,4,không
8.5,78.0,234724,1,12,2,3,3,không
2.15,19.0,234703,4,3,2,1,1,không
2.8,52.0,234697,5,1,2,3,1,không
1.85,28.0,234694,4,3,1,2,2,không
5.5,60.0,234688,4,10,2,4,5,không
3.55,52.0,234683,5,5,1,2,2,không
4.25,60.0,234674,4,4,2,4,5,không
3.15,32.0,234662,3,4,2,2,1,không
5.5,50.0,234236,5,8,3,3,3,không
2.25,20.0,234658,3,2,2,2,1,không
5.3,41.0,234656,1,1,1,1,1,không
20.0,144.0,234655,8,1,1,3,3,không
3.1,32.0,234651,5,5,2,1,2,không
6.2,60.0,234650,4,5,3,4,4,không
4.3,45.0,234644,4,4,4,4,2,không
10.6,33.0,234586,3,15,3,3,3,không
8.4,100.0,234578,10,5,2,3,3,không
1.97,23.0,234576,4,1,2,2,1,không
8.4,90.0,234575,10,5,2,3,3,không
4.3,72.0,234569,6,5,1,2,2,không
4.1,103.0,234566,6,2,2,4,2,không
25.5,122.0,230967,4,25,8,20,20,không
19.5,130.0,230959,5,12,4,10,10,không
1.75,30.0,234565,3,5,2,2,1,không
6.0,80.0,234555,4,4,1,7,1,không
290.0,53.0,230953,7,4,1,2,1,không
1.43,30.0,230945,3,3,1,2,2,không
5.0,300.0,234523,16,12,4,6,7,cơ bản
87.6,80.0,234515,4,1,1,1,1,không
87.6,80.0,234510,4,1,1,1,1,không
110.0,64.0,234502,4,1,1,1,1,không
4.8,280.0,216884,16,12,3,5,6,cơ bản
6.5,88.0,234482,4,4,1,7,2,không
8.0,240.0,234471,4,1,1,1,1,không
9.6,84.6,234461,1,1,1,1,1,không
10.0,36.0,234454,1,1,1,1,1,không
10.0,36.0,234447,1,1,1,1,1,không
1.63,72.0,234443,1,6,1,3,2,cơ bản
10.0,36.0,234439,1,1,1,1,1,không
10.0,36.0,234432,1,1,1,1,1,không
10.0,36.0,234421,1,1,1,1,1,không
6.3,60.0,230379,1,1,2,2,2,không
8.5,78.0,231172,1,8,2,3,3,không
6.5,60.0,234420,1,1,2,3,3,không
10.0,36.0,234409,1,1,1,1,1,không
10.0,36.0,234395,1,1,1,1,1,không
0.0,0.0,234375,1,1,1,1,1,không
4.4,97.0,234369,1,8,1,3,1,không
11.8,70.4,234360,1,1,1,1,1,không
14.5,132.5,234354,1,1,1,1,1,không
8.5,60.0,234349,4,10,4,5,5,không
9.2,60.0,234348,1,1,1,1,1,không
3.7,32.0,234328,4,5,3,3,2,không
3.35,29.0,234327,3,3,2,3,2,không
48.8,34.0,234324,4,1,1,1,1,không
1.75,18.0,230706,3,6,2,2,2,không
48.8,34.0,234322,4,1,1,1,1,không
2.39,30.0,230699,3,6,2,4,3,không
1.89,24.0,230697,3,20,2,4,3,không
5.95,145.0,234317,7,5,1,3,3,không
11.2,64.0,234316,1,1,1,1,1,không
1.95,28.0,234314,4,5,2,3,3,không
1.7,60.0,234311,1,1,1,2,1,không
7.0,51.0,234307,20,5,2,3,2,không
0.0,70.0,234304,1,1,1,1,1,không
6.5,58.0,234302,4,5,2,2,3,không
19.8,132.0,234300,1,1,1,1,1,không
4.4,100.0,234297,1,10,1,3,1,không
6.8,68.0,234296,4,7,1,1,1,không
8.6,55.0,234295,20,6,4,5,5,không
29.5,96.0,234294,1,1,1,1,1,không
14.0,100.0,234293,1,1,1,1,1,không
7.9,80.0,234292,4,4,1,1,1,không
13.5,77.0,234289,1,1,1,1,1,không
5.2,55.0,234284,1,1,2,1,1,đầy đủ
10.5,1.0,234281,4,10,1,1,1,không
12.5,78.0,234277,1,1,1,1,1,không
15.0,52.0,234274,1,1,1,1,1,không
14.0,37.4,234268,1,1,1,1,1,không
14.0,50.4,234261,1,1,1,1,1,không
6.7,48.0,234258,1,8,3,4,3,không
12.5,65.0,234256,1,1,1,1,1,không
15.4,85.05,234249,1,1,1,1,1,không
13.5,100.0,234248,5,3,3,4,2,không
7.2,75.0,234214,5,8,1,1,1,không
1.35,80.0,234200,6,121,1,2,2,đầy đủ
4.9,48.0,234169,4,5,3,2,2,không
14.4,55.0,234165,4,1,1,1,1,không
11.9,100.0,234163,4,20,2,3,3,không
8.3,72.0,234149,4,8,4,6,6,không
5.2,36.0,234123,4,3,4,3,4,không
5.2,36.0,234118,4,3,4,3,4,không
